"","source","id","onlyTrainingOptimization","model","performance","adaptModelInTesting","a","b"
"47","Camarena","5",TRUE,"RLELO",0.692966506246694,FALSE,3.48758336190574,2.98773827477282
"48","Camarena","6",TRUE,"RLELO",0.758334034696398,FALSE,2.43004061400489,2.55129248740272
"49","RGMDL2","1",TRUE,"RLELO",0.838902606052502,FALSE,4.53107692631029,4.93255523331134
"50","Camarena","7",TRUE,"RLELO",0.834454817329889,FALSE,4.33011212630542,4.73958851951341
"51","Camarena","8",TRUE,"RLELO",0.763395946492619,FALSE,2.1703446255866,2.98080727053767
"52","Camarena","9",TRUE,"RLELO",0.714742890740125,FALSE,1.97026597332853,0.327316938884033
"53","RGMDL2","2",TRUE,"RLELO",0.863424823146219,FALSE,4.8166148763949,4.51351177219166
"54","Camarena","10",TRUE,"RLELO",0.746919545355744,FALSE,2.25466158355377,3.23448741373358
"55","Camarena","11",TRUE,"RLELO",0.733319269101242,FALSE,2.02797592913175,3.05976750792721
"56","RGMDL2","3",TRUE,"RLELO",0.832034596397391,FALSE,4.74800575095084,4.37020598689932
"57","Camarena","2",TRUE,"RLELO",0.691949957539415,FALSE,3.24511282934043,3.83782054417794
"58","RGMDL2","4",TRUE,"RLELO",0.855690875577586,FALSE,5.2102550170918,5.00336096667756
